-1	-1	1375	441	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	910	-1	-1	-1	2375	-1	-1	1131	547	2492	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1110	-1	-1	-1
2035	656	-1	-1	543	-1	-1	-1	-1	1743	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3225	-1	-1	-1	0	-1	2535	2283	-1	-1	-1	515	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	910	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	456	-1	-1	1797	5	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	2026	-1	2266	1385	-1	-1	-1	-1	-1	-1	2535	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	1153	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2283	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	2065	-1	2905	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	1124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1521	-1	-1	1326	-1	2088	-1	-1	-1	-1	3410	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	1278	-1	-1	-1	-1	-1	2375	-1	-1	-1	-1	-1	1521	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2196	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	1292	-1	409	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	1225	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	515	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	1790	-1	-1	-1	-1	-1	-1	1862	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1131	-1	-1	-1	-1	-1	1326	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	970	-1	-1	-1	-1
-1	1135	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	547	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	2356	-1	-1	-1	-1	-1	1471	-1	-1	-1	-1	2407
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2492	-1	-1	-1	-1	-1	2088	-1	-1	-1	-1	-1	0	2006	-1	-1	-1	-1	-1	2935	-1	-1	-1	1784	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2006	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	890	-1	-1	-1
-1	-1	-1	3398	-1	-1	-1	-1	-1	-1	1033	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1790	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2016	-1	-1	-1	2208	1558
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	456	-1	2065	-1	-1	-1	-1	-1	2356	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1725	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	2972	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	1346	-1	1523	-1	-1	-1	-1	-1	-1	-1	-1	-1	2905	3410	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	543	-1	-1	1171	934	-1	407	-1	-1
-1	-1	-1	-1	-1	2748	-1	-1	-1	-1	-1	-1	387	-1	-1	-1	1797	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2972	543	0	-1	2559	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	2935	-1	-1	-1	-1	-1	-1	0	385	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2196	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2559	385	0	-1	-1	-1	-1	-1	-1
2477	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1482	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1862	-1	1471	-1	-1	2016	-1	-1	1171	-1	-1	-1	0	-1	-1	-1	-1	-1
-1	-1	-1	-1	1722	-1	-1	2176	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	970	-1	-1	-1	-1	-1	-1	934	-1	-1	-1	-1	0	-1	866	-1	-1
-1	-1	-1	-1	-1	-1	1850	-1	-1	-1	-1	-1	-1	1110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1784	890	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	947	-1	-1
-1	-1	-1	-1	-1	-1	1331	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1725	-1	407	-1	-1	-1	-1	866	947	0	1703	-1
-1	-1	-1	-1	-1	-1	-1	-1	186	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2208	-1	-1	-1	-1	-1	-1	-1	-1	-1	1703	0	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1847	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2407	-1	-1	1558	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
